ID	Gene Name	Species	ENTREZ_GENE_ID
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	Homo sapiens	1050,
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	Homo sapiens	1051,
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	Homo sapiens	1052,
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	Homo sapiens	1053,
CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	Homo sapiens	1054,
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	Homo sapiens	10153,
CTCF	CCCTC-binding factor (zinc finger protein)	Homo sapiens	10664,
CNBP	CCHC-type zinc finger, nucleic acid binding protein	Homo sapiens	7555,
CNOT1	CCR4-NOT transcription complex, subunit 1	Homo sapiens	23019,
CNOT10	CCR4-NOT transcription complex, subunit 10	Homo sapiens	25904,
CNOT2	CCR4-NOT transcription complex, subunit 2	Homo sapiens	4848,
CNOT3	CCR4-NOT transcription complex, subunit 3	Homo sapiens	4849,
CNOT4	CCR4-NOT transcription complex, subunit 4	Homo sapiens	4850,
CNOT6	CCR4-NOT transcription complex, subunit 6	Homo sapiens	57472,
CNOT7	CCR4-NOT transcription complex, subunit 7	Homo sapiens	29883,
CNOT8	CCR4-NOT transcription complex, subunit 8	Homo sapiens	9337,
CD14	CD14 molecule	Homo sapiens	929,
CD151	CD151 molecule (Raph blood group)	Homo sapiens	977,
CD163	CD163 molecule	Homo sapiens	9332,
CD177	CD177 molecule	Homo sapiens	57126,
CD180	CD180 molecule	Homo sapiens	4064,
CD19	CD19 molecule	Homo sapiens	930,
CD1A	CD1a molecule	Homo sapiens	909,
CD1B	CD1b molecule	Homo sapiens	910,
CD1D	CD1d molecule	Homo sapiens	912,
CD1E	CD1e molecule	Homo sapiens	913,
CD2BP2	CD2 (cytoplasmic tail) binding protein 2	Homo sapiens	10421,
CD2	CD2 molecule	Homo sapiens	914,
CD2AP	CD2-associated protein	Homo sapiens	23607,
CD200	CD200 molecule	Homo sapiens	4345,
CD200R1	CD200 receptor 1	Homo sapiens	131450,
CD209	CD209 molecule	Homo sapiens	30835,
CD22	CD22 molecule	Homo sapiens	933,
CD226	CD226 molecule	Homo sapiens	10666,
CD24	CD24 molecule; CD24 molecule-like 4	Homo sapiens	100133941,938,
CD244	CD244 molecule, natural killer cell receptor 2B4	Homo sapiens	51744,
CD247	CD247 molecule	Homo sapiens	919,
CD27	CD27 molecule	Homo sapiens	939,
CD274	CD274 molecule	Homo sapiens	29126,
CD28	CD28 molecule	Homo sapiens	940,
CD300LF	CD300 molecule-like family member f	Homo sapiens	146722,
CD300E	CD300e molecule	Homo sapiens	342510,
CD33	CD33 molecule	Homo sapiens	945,
CD34	CD34 molecule	Homo sapiens	947,
CD36	CD36 molecule (thrombospondin receptor)	Homo sapiens	948,
CD38	CD38 molecule	Homo sapiens	952,
CD3D	CD3d molecule, delta (CD3-TCR complex)	Homo sapiens	915,
CD3E	CD3e molecule, epsilon (CD3-TCR complex)	Homo sapiens	916,
CD3EAP	CD3e molecule, epsilon associated protein	Homo sapiens	10849,
CD3G	CD3g molecule, gamma (CD3-TCR complex)	Homo sapiens	917,
CD4	CD4 molecule	Homo sapiens	920,
CD40LG	CD40 ligand	Homo sapiens	959,
CD40	CD40 molecule, TNF receptor superfamily member 5	Homo sapiens	958,
CD44	CD44 molecule (Indian blood group)	Homo sapiens	960,
CD46	CD46 molecule, complement regulatory protein	Homo sapiens	4179,
CD47	CD47 molecule	Homo sapiens	961,
CD48	CD48 molecule	Homo sapiens	962,
CD5	CD5 molecule	Homo sapiens	921,
CD5L	CD5 molecule-like	Homo sapiens	922,
CD53	CD53 molecule	Homo sapiens	963,
CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	Homo sapiens	1604,
CD58	CD58 molecule	Homo sapiens	965,
CD59	CD59 molecule, complement regulatory protein	Homo sapiens	966,
CD6	CD6 molecule	Homo sapiens	923,
CD63	CD63 molecule	Homo sapiens	967,
CD69	CD69 molecule	Homo sapiens	969,
CD7	CD7 molecule	Homo sapiens	924,
CD70	CD70 molecule	Homo sapiens	970,
CD72	CD72 molecule	Homo sapiens	971,
CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	Homo sapiens	972,
CD79A	CD79a molecule, immunoglobulin-associated alpha	Homo sapiens	973,
CD79B	CD79b molecule, immunoglobulin-associated beta	Homo sapiens	974,
CD80	CD80 molecule	Homo sapiens	941,
CD81	CD81 molecule	Homo sapiens	975,
CD82	CD82 molecule	Homo sapiens	3732,
CD84	CD84 molecule	Homo sapiens	8832,
CD86	CD86 molecule	Homo sapiens	942,
CD8A	CD8a molecule	Homo sapiens	925,
CD8B	CD8b molecule	Homo sapiens	926,
CD9	CD9 molecule	Homo sapiens	928,
CD93	CD93 molecule	Homo sapiens	22918,
CD96	CD96 molecule	Homo sapiens	10225,
CD97	CD97 molecule	Homo sapiens	976,
CD99	CD99 molecule	Homo sapiens	4267,
CLK1	CDC-like kinase 1	Homo sapiens	1195,
CLK2	CDC-like kinase 2	Homo sapiens	1196,
CLK3	CDC-like kinase 3	Homo sapiens	1198,
CLK4	CDC-like kinase 4	Homo sapiens	57396,
CDC14A	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	Homo sapiens	8556,
CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	Homo sapiens	8555,
CKS1B	CDC28 protein kinase regulatory subunit 1B	Homo sapiens	1163,
CKS2	CDC28 protein kinase regulatory subunit 2	Homo sapiens	1164,
CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)	Homo sapiens	8476,
CDC42BPG	CDC42 binding protein kinase gamma (DMPK-like)	Homo sapiens	55561,
CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	Homo sapiens	11135,
CDC42EP2	CDC42 effector protein (Rho GTPase binding) 2	Homo sapiens	10435,
CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	Homo sapiens	10602,
CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4	Homo sapiens	23580,
CDC42EP5	CDC42 effector protein (Rho GTPase binding) 5	Homo sapiens	148170,
CDC42SE1	CDC42 small effector 1	Homo sapiens	56882,
CDC42SE2	CDC42 small effector 2	Homo sapiens	56990,
CDC5L	CDC5 cell division cycle 5-like (S. pombe)	Homo sapiens	988,
CDK5RAP1	CDK5 regulatory subunit associated protein 1	Homo sapiens	51654,
CDK5RAP2	CDK5 regulatory subunit associated protein 2	Homo sapiens	55755,
CDK5RAP3	CDK5 regulatory subunit associated protein 3	Homo sapiens	80279,
CIZ1	CDKN1A interacting zinc finger protein 1	Homo sapiens	25792,
CDKN2AIP	CDKN2A interacting protein	Homo sapiens	55602,
CGGBP1	CGG triplet repeat binding protein 1	Homo sapiens	8545,
CRCP	CGRP receptor component	Homo sapiens	27297,
CHEK1	CHK1 checkpoint homolog (S. pombe)	Homo sapiens	1111,
CHMP7	CHMP family, member 7	Homo sapiens	91782,
CHRNA7	CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion; cholinergic receptor, nicotinic, alpha 7	Homo sapiens	1139,89832,
CMTM3	CKLF-like MARVEL transmembrane domain containing 3	Homo sapiens	123920,
CMTM8	CKLF-like MARVEL transmembrane domain containing 8	Homo sapiens	152189,
CLP1	CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)	Homo sapiens	10978,
CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	Homo sapiens	55748,
CBWD2	COBW domain containing 2	Homo sapiens	150472,
CBWD5	COBW domain containing 5; similar to COBW domain containing 1; COBW domain containing 7; COBW domain containing 3	Homo sapiens	220869,445571,653510,728013,
COMMD10	COMM domain containing 10	Homo sapiens	51397,
COMMD2	COMM domain containing 2	Homo sapiens	51122,
COMMD3	COMM domain containing 3	Homo sapiens	23412,
COMMD4	COMM domain containing 4	Homo sapiens	54939,
COMMD5	COMM domain containing 5	Homo sapiens	28991,
COMMD6	COMM domain containing 6	Homo sapiens	170622,
COMMD7	COMM domain containing 7	Homo sapiens	149951,
COMMD8	COMM domain containing 8	Homo sapiens	54951,
COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	Homo sapiens	9318,
COPS3	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	Homo sapiens	8533,
COPS4	COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)	Homo sapiens	51138,
COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	Homo sapiens	10987,
COPS6	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	Homo sapiens	10980,
COPS7A	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)	Homo sapiens	50813,
COPS7B	COP9 constitutive photomorphogenic homolog subunit 7B (Arabidopsis)	Homo sapiens	64708,
COPS8	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)	Homo sapiens	10920,
COX17	COX17 cytochrome c oxidase assembly homolog (S. cerevisiae)	Homo sapiens	10063,
COX4NB	COX4 neighbor	Homo sapiens	10328,
CREBBP	CREB binding protein	Homo sapiens	1387,
CRTC1	CREB regulated transcription coactivator 1	Homo sapiens	23373,
CRTC2	CREB regulated transcription coactivator 2	Homo sapiens	200186,
CRTC3	CREB regulated transcription coactivator 3	Homo sapiens	64784,
CREBZF	CREB/ATF bZIP transcription factor	Homo sapiens	58487,
CSE1L	CSE1 chromosome segregation 1-like (yeast)	Homo sapiens	1434,
CSRP2BP	CSRP2 binding protein	Homo sapiens	57325,
CTDP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	Homo sapiens	9150,
CTDSP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	Homo sapiens	58190,
CTDSPL	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	Homo sapiens	10217,
CHTF18	CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)	Homo sapiens	63922,
CHTF8	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)	Homo sapiens	54921,
CTPS	CTP synthase	Homo sapiens	1503,
CTPS2	CTP synthase II	Homo sapiens	56474,
CUZD1	CUB and zona pellucida-like domains 1	Homo sapiens	50624,
CDCP1	CUB domain containing protein 1	Homo sapiens	64866,
CUEDC1	CUE domain containing 1	Homo sapiens	404093,
CUEDC2	CUE domain containing 2	Homo sapiens	79004,
CWC22	CWC22 spliceosome-associated protein homolog (S. cerevisiae)	Homo sapiens	57703,
CWF19L1	CWF19-like 1, cell cycle control (S. pombe)	Homo sapiens	55280,
CXXC1	CXXC finger 1 (PHD domain)	Homo sapiens	30827,
CXXC4	CXXC finger 4	Homo sapiens	80319,
CXXC5	CXXC finger 5	Homo sapiens	51523,
CADPS	Ca++-dependent secretion activator	Homo sapiens	8618,
CADPS2	Ca++-dependent secretion activator 2	Homo sapiens	93664,
CAMKV	CaM kinase-like vesicle-associated	Homo sapiens	79012,
CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence	Homo sapiens	867,
CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	Homo sapiens	868,
CBLC	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	Homo sapiens	23624,
CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	Homo sapiens	79872,
CITED1	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1	Homo sapiens	4435,
CITED2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	Homo sapiens	10370,
CITED4	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4	Homo sapiens	163732,
CDK12	Cdc2-related kinase, arginine/serine-rich	Homo sapiens	51755,
ARHGEF9	Cdc42 guanine nucleotide exchange factor (GEF) 9; hypothetical protein LOC100134381	Homo sapiens	100134381,23229,
CABLES1	Cdk5 and Abl enzyme substrate 1	Homo sapiens	91768,
CABLES2	Cdk5 and Abl enzyme substrate 2	Homo sapiens	81928,
CDON	Cdon homolog (mouse)	Homo sapiens	50937,
CHAC1	ChaC, cation transport regulator homolog 1 (E. coli)	Homo sapiens	79094,
CLPB	ClpB caseinolytic peptidase B homolog (E. coli)	Homo sapiens	81570,
CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	Homo sapiens	8192,
CLPX	ClpX caseinolytic peptidase X homolog (E. coli)	Homo sapiens	10845,
COASY	Coenzyme A synthase	Homo sapiens	80347,
CTR9	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	Homo sapiens	9646,
DBP	D site of albumin promoter (albumin D-box) binding protein	Homo sapiens	1628,
DAOA	D-amino acid oxidase activator	Homo sapiens	267012,
DAO	D-amino-acid oxidase	Homo sapiens	1610,
DDO	D-aspartate oxidase	Homo sapiens	8528,
DPF1	D4, zinc and double PHD fingers family 1	Homo sapiens	8193,
DPF2	D4, zinc and double PHD fingers family 2	Homo sapiens	5977,
DAB2IP	DAB2 interacting protein	Homo sapiens	153090,
DAZAP1	DAZ associated protein 1	Homo sapiens	26528,
DAZAP2	DAZ associated protein 2	Homo sapiens	9802,
DZIP1	DAZ interacting protein 1	Homo sapiens	22873,
DZIP3	DAZ interacting protein 3, zinc finger	Homo sapiens	9666,
DBF4	DBF4 homolog (S. cerevisiae)	Homo sapiens	10926,
DBF4B	DBF4 homolog B (S. cerevisiae)	Homo sapiens	80174,
DCUN1D1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	Homo sapiens	54165,
DCP1A	DCP1 decapping enzyme homolog A (S. cerevisiae)	Homo sapiens	55802,
DCP1B	DCP1 decapping enzyme homolog B (S. cerevisiae)	Homo sapiens	196513,
DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)	Homo sapiens	167227,
DDI1	DDI1, DNA-damage inducible 1, homolog 1 (S. cerevisiae)	Homo sapiens	414301,
DDX19A	DEAD (Asp-Glu-Ala-As) box polypeptide 19A	Homo sapiens	55308,
DDX19B	DEAD (Asp-Glu-Ala-As) box polypeptide 19B	Homo sapiens	11269,
DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	Homo sapiens	1653,
DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	Homo sapiens	10521,
DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	Homo sapiens	8886,
DDX20	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	Homo sapiens	11218,
DDX21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	Homo sapiens	9188,
DDX24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	Homo sapiens	57062,
DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	Homo sapiens	55661,
DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	Homo sapiens	1654,
DDX3Y	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked	Homo sapiens	8653,
DDX39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	Homo sapiens	10212,
DDX4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	Homo sapiens	54514,
DDX42	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	Homo sapiens	11325,
DDX49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	Homo sapiens	54555,
DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	Homo sapiens	1655,
DDX54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54	Homo sapiens	79039,
DDX56	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56	Homo sapiens	54606,
DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	Homo sapiens	23586,
DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	Homo sapiens	1656,
DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	Homo sapiens	1663,
DHX15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	Homo sapiens	1665,
DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	Homo sapiens	8449,
DHX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	Homo sapiens	54505,
DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	Homo sapiens	22907,
DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34	Homo sapiens	9704,
DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	Homo sapiens	170506,
DHX37	DEAH (Asp-Glu-Ala-His) box polypeptide 37	Homo sapiens	57647,
DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	Homo sapiens	9785,
DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	Homo sapiens	1660,
DEK	DEK oncogene	Homo sapiens	7913,
DENND4A	DENN/MADD domain containing 4A	Homo sapiens	10260,
DHX58	DEXH (Asp-Glu-X-His) box polypeptide 58	Homo sapiens	79132,
DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)	Homo sapiens	27292,
DIP2A	DIP2 disco-interacting protein 2 homolog A (Drosophila)	Homo sapiens	23181,
DIS3	DIS3 mitotic control homolog (S. cerevisiae)	Homo sapiens	22894,
DIS3L2	DIS3 mitotic control homolog (S. cerevisiae)-like 2	Homo sapiens	129563,
DIXDC1	DIX domain containing 1	Homo sapiens	85458,
DMC1	DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)	Homo sapiens	11144,
DMRTB1	DMRT-like family B with proline-rich C-terminal, 1	Homo sapiens	63948,
DNMT1	DNA (cytosine-5-)-methyltransferase 1	Homo sapiens	1786,
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	Homo sapiens	1788,
DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	Homo sapiens	1789,
DNMT3L	DNA (cytosine-5-)-methyltransferase 3-like	Homo sapiens	29947,
DCLRE1A	DNA cross-link repair 1A (PSO2 homolog, S. cerevisiae)	Homo sapiens	9937,
DCLRE1C	DNA cross-link repair 1C (PSO2 homolog, S. cerevisiae)	Homo sapiens	64421,
DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)	Homo sapiens	1677,
DFFA	DNA fragmentation factor, 45kDa, alpha polypeptide	Homo sapiens	1676,
DMAP1	DNA methyltransferase 1 associated protein 1	Homo sapiens	55929,
DDIT3	DNA-damage-inducible transcript 3	Homo sapiens	1649,
DDIT4	DNA-damage-inducible transcript 4	Homo sapiens	54541,
DDIT4L	DNA-damage-inducible transcript 4-like	Homo sapiens	115265,
DOT1L	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	Homo sapiens	84444,
DPH1	DPH1 homolog (S. cerevisiae)	Homo sapiens	1801,
DPH3	DPH3, KTI11 homolog (S. cerevisiae); DPH3B, KTI11 homolog B (S. cerevisiae)	Homo sapiens	100132911,285381,
DYDC1	DPY30 domain containing 1	Homo sapiens	143241,
DYDC2	DPY30 domain containing 2	Homo sapiens	84332,
DRAP1	DR1-associated protein 1 (negative cofactor 2 alpha)	Homo sapiens	10589,
DSN1	DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)	Homo sapiens	79980,
DERL1	Der1-like domain family, member 1	Homo sapiens	79139,
DERL2	Der1-like domain family, member 2	Homo sapiens	51009,
DERL3	Der1-like domain family, member 3	Homo sapiens	91319,
DGCR14	DiGeorge syndrome critical region gene 14	Homo sapiens	8220,
DGCR2	DiGeorge syndrome critical region gene 2	Homo sapiens	9993,
DGCR6L	DiGeorge syndrome critical region gene 6-like	Homo sapiens	85359,
DGCR8	DiGeorge syndrome critical region gene 8	Homo sapiens	54487,
DMXL2	Dmx-like 2	Homo sapiens	23312,
DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	Homo sapiens	3301,
DNAJA2	DnaJ (Hsp40) homolog, subfamily A, member 2	Homo sapiens	10294,
DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3	Homo sapiens	9093,
DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	Homo sapiens	3337,
DNAJB11	DnaJ (Hsp40) homolog, subfamily B, member 11	Homo sapiens	51726,
DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	Homo sapiens	3300,
DNAJB3	DnaJ (Hsp40) homolog, subfamily B, member 3	Homo sapiens	414061,
DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4	Homo sapiens	11080,
DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	Homo sapiens	10049,
DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	Homo sapiens	4189,
GNG10	DnaJ (Hsp40) homolog, subfamily C , member 25; guanine nucleotide binding protein (G protein), gamma 10; DNAJC25-GNG10 readthrough transcript	Homo sapiens	2790,548645,552891,
DNAJC1	DnaJ (Hsp40) homolog, subfamily C, member 1	Homo sapiens	64215,
DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	Homo sapiens	54431,
DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14	Homo sapiens	85406,
DNAJC2	DnaJ (Hsp40) homolog, subfamily C, member 2	Homo sapiens	27000,
DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	Homo sapiens	5611,
DNAJC30	DnaJ (Hsp40) homolog, subfamily C, member 30	Homo sapiens	84277,
DNAJC5	DnaJ (Hsp40) homolog, subfamily C, member 5	Homo sapiens	80331,
DNAJC6	DnaJ (Hsp40) homolog, subfamily C, member 6	Homo sapiens	9829,
DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7	Homo sapiens	7266,
DSCAM	Down syndrome cell adhesion molecule	Homo sapiens	1826,
DSCAML1	Down syndrome cell adhesion molecule like 1	Homo sapiens	57453,
DARC	Duffy blood group, chemokine receptor	Homo sapiens	2532,
EP300	E1A binding protein p300	Homo sapiens	2033,
EP400	E1A binding protein p400	Homo sapiens	57634,
E2F1	E2F transcription factor 1	Homo sapiens	1869,
E2F2	E2F transcription factor 2	Homo sapiens	1870,
E2F3	E2F transcription factor 3	Homo sapiens	1871,
E2F4	E2F transcription factor 4, p107/p130-binding	Homo sapiens	1874,
E2F5	E2F transcription factor 5, p130-binding	Homo sapiens	1875,
E2F6	E2F transcription factor 6	Homo sapiens	1876,
E2F7	E2F transcription factor 7	Homo sapiens	144455,
EAPP	E2F-associated phosphoprotein	Homo sapiens	55837,
E4F1	E4F transcription factor 1	Homo sapiens	1877,
ELF1	E74-like factor 1 (ets domain transcription factor)	Homo sapiens	1997,
ELF2	E74-like factor 2 (ets domain transcription factor)	Homo sapiens	1998,
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	Homo sapiens	1999,
ELF4	E74-like factor 4 (ets domain transcription factor)	Homo sapiens	2000,
ELF5	E74-like factor 5 (ets domain transcription factor)	Homo sapiens	2001,
EBNA1BP2	EBNA1 binding protein 2	Homo sapiens	10969,
ECSIT	ECSIT homolog (Drosophila)	Homo sapiens	51295,
EDARADD	EDAR-associated death domain	Homo sapiens	128178,
EFCAB4B	EF-hand calcium binding domain 4B	Homo sapiens	84766,
EFCAB6	EF-hand calcium binding domain 6	Homo sapiens	64800,
EFHC1	EF-hand domain (C-terminal) containing 1	Homo sapiens	114327,
EFHA1	EF-hand domain family, member A1	Homo sapiens	221154,
ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	Homo sapiens	64123,
EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	Homo sapiens	2202,
EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	Homo sapiens	30008,
EDIL3	EGF-like repeats and discoidin I-like domains 3	Homo sapiens	10085,
EGFL6	EGF-like-domain, multiple 6	Homo sapiens	25975,
EGFL7	EGF-like-domain, multiple 7	Homo sapiens	51162,
EHBP1	EH domain binding protein 1	Homo sapiens	23301,
EHD1	EH-domain containing 1	Homo sapiens	10938,
EHD2	EH-domain containing 2	Homo sapiens	30846,
EHD3	EH-domain containing 3	Homo sapiens	30845,
